Particle ID,Particle Type,f1 Rough Peak Frequency (kHz)_0p8,f1 Rough Peak Frequency (kHz)_1p0,f1 Rough Peak Frequency (kHz)_3p0,f1 Rough Peak Frequency (kHz)_5p0,f1 Rough Peak Frequency (kHz)_7p0,f2 Rough Peak Frequency (kHz)_0p8,f2 Rough Peak Frequency (kHz)_1p0,f2 Rough Peak Frequency (kHz)_3p0,f2 Rough Peak Frequency (kHz)_5p0,f2 Rough Peak Frequency (kHz)_7p0,f3 Rough Peak Frequency (kHz)_0p8,f3 Rough Peak Frequency (kHz)_1p0,f3 Rough Peak Frequency (kHz)_3p0,f3 Rough Peak Frequency (kHz)_5p0,f3 Rough Peak Frequency (kHz)_7p0,f1 Peak Frequency (Hz)_0p8,f1 Peak Frequency (Hz)_1p0,f1 Peak Frequency (Hz)_3p0,f1 Peak Frequency (Hz)_5p0,f1 Peak Frequency (Hz)_7p0,f2 Peak Frequency (Hz)_0p8,f2 Peak Frequency (Hz)_1p0,f2 Peak Frequency (Hz)_3p0,f2 Peak Frequency (Hz)_5p0,f2 Peak Frequency (Hz)_7p0,f3 Peak Frequency (Hz)_0p8,f3 Peak Frequency (Hz)_1p0,f3 Peak Frequency (Hz)_3p0,f3 Peak Frequency (Hz)_5p0,f3 Peak Frequency (Hz)_7p0,f1 Radius (m)_0p8,f1 Radius (m)_1p0,f1 Radius (m)_3p0,f1 Radius (m)_5p0,f1 Radius (m)_7p0,f2 Radius (m)_0p8,f2 Radius (m)_1p0,f2 Radius (m)_3p0,f2 Radius (m)_5p0,f2 Radius (m)_7p0,f3 Radius (m)_0p8,f3 Radius (m)_1p0,f3 Radius (m)_3p0,f3 Radius (m)_5p0,f3 Radius (m)_7p0,Assumed Density (kg m^-3)_0p8,Assumed Density (kg m^-3)_1p0,Assumed Density (kg m^-3)_3p0,Assumed Density (kg m^-3)_5p0,Assumed Density (kg m^-3)_7p0,f1 Mass (kg)_0p8,f1 Mass (kg)_1p0,f1 Mass (kg)_3p0,f1 Mass (kg)_5p0,f1 Mass (kg)_7p0,f2 Mass (kg)_0p8,f2 Mass (kg)_1p0,f2 Mass (kg)_3p0,f2 Mass (kg)_5p0,f2 Mass (kg)_7p0,f3 Mass (kg)_0p8,f3 Mass (kg)_1p0,f3 Mass (kg)_3p0,f3 Mass (kg)_5p0,f3 Mass (kg)_7p0,f1 Damping (Hz)_0p8,f1 Damping (Hz)_1p0,f1 Damping (Hz)_3p0,f1 Damping (Hz)_5p0,f1 Damping (Hz)_7p0,f2 Damping (Hz)_0p8,f2 Damping (Hz)_1p0,f2 Damping (Hz)_3p0,f2 Damping (Hz)_5p0,f2 Damping (Hz)_7p0,f3 Damping (Hz)_0p8,f3 Damping (Hz)_1p0,f3 Damping (Hz)_3p0,f3 Damping (Hz)_5p0,f3 Damping (Hz)_7p0,f1 A Parameter (V^2 Hz^3)_0p8,f1 A Parameter (V^2 Hz^3)_1p0,f1 A Parameter (V^2 Hz^3)_3p0,f1 A Parameter (V^2 Hz^3)_5p0,f1 A Parameter (V^2 Hz^3)_7p0,f2 A Parameter (V^2 Hz^3)_0p8,f2 A Parameter (V^2 Hz^3)_1p0,f2 A Parameter (V^2 Hz^3)_3p0,f2 A Parameter (V^2 Hz^3)_5p0,f2 A Parameter (V^2 Hz^3)_7p0,f3 A Parameter (V^2 Hz^3)_0p8,f3 A Parameter (V^2 Hz^3)_1p0,f3 A Parameter (V^2 Hz^3)_3p0,f3 A Parameter (V^2 Hz^3)_5p0,f3 A Parameter (V^2 Hz^3)_7p0,f1 Conversion Factor (V m^-1)_0p8,f1 Conversion Factor (V m^-1)_1p0,f1 Conversion Factor (V m^-1)_3p0,f1 Conversion Factor (V m^-1)_5p0,f1 Conversion Factor (V m^-1)_7p0,f2 Conversion Factor (V m^-1)_0p8,f2 Conversion Factor (V m^-1)_1p0,f2 Conversion Factor (V m^-1)_3p0,f2 Conversion Factor (V m^-1)_5p0,f2 Conversion Factor (V m^-1)_7p0,f3 Conversion Factor (V m^-1)_0p8,f3 Conversion Factor (V m^-1)_1p0,f3 Conversion Factor (V m^-1)_3p0,f3 Conversion Factor (V m^-1)_5p0,f3 Conversion Factor (V m^-1)_7p0,Mean Voltage (V)_0p8,Mean Voltage (V)_1p0,Mean Voltage (V)_3p0,Mean Voltage (V)_5p0,Mean Voltage (V)_7p0,Minimum Voltage (V)_0p8,Minimum Voltage (V)_1p0,Minimum Voltage (V)_3p0,Minimum Voltage (V)_5p0,Minimum Voltage (V)_7p0,Maximum Voltage (V)_0p8,Maximum Voltage (V)_1p0,Maximum Voltage (V)_3p0,Maximum Voltage (V)_5p0,Maximum Voltage (V)_7p0,f1 Signal_0p8,f1 Signal_1p0,f1 Signal_3p0,f1 Signal_5p0,f1 Signal_7p0,f2 Signal_0p8,f2 Signal_1p0,f2 Signal_3p0,f2 Signal_5p0,f2 Signal_7p0,f3 Signal_0p8,f3 Signal_1p0,f3 Signal_3p0,f3 Signal_5p0,f3 Signal_7p0,Noise Floor_0p8,Noise Floor_1p0,Noise Floor_3p0,Noise Floor_5p0,Noise Floor_7p0,f1 Signal-to-noise Value_0p8,f1 Signal-to-noise Value_1p0,f1 Signal-to-noise Value_3p0,f1 Signal-to-noise Value_5p0,f1 Signal-to-noise Value_7p0,f2 Signal-to-noise Value_0p8,f2 Signal-to-noise Value_1p0,f2 Signal-to-noise Value_3p0,f2 Signal-to-noise Value_5p0,f2 Signal-to-noise Value_7p0,f3 Signal-to-noise Value_0p8,f3 Signal-to-noise Value_1p0,f3 Signal-to-noise Value_3p0,f3 Signal-to-noise Value_5p0,f3 Signal-to-noise Value_7p0
20250922_Particle46,20T/5A 1000uM ZnCl2 SiNP,87.7,87.7,88.3,88.3,88.3,148.2,144.4,144.4,144.4,144.4,172.2,174.4,174.4,174.4,174.4,87976.0,88029.0,88028.0,88183.0,88213.0,147793.0,144112.0,144388.0,144525.0,144470.0,171871.0,173996.0,174314.0,174500.0,174593.0,4.15e-08,5.01e-08,5.83e-08,5.73e-08,5.62e-08,3.77e-09,7.33e-09,1.87e-08,2.71e-08,2.93e-08,2.2e-08,3.04e-08,5.3e-08,5.84e-08,5.83e-08,1800,1800,1800,1800,1800,5.4e-19,9.5e-19,1.5e-18,1.42e-18,1.34e-18,4.05e-22,2.9600000000000004e-21,4.96e-20,1.5e-19,1.9e-19,8e-20,2.13e-19,1.12e-18,1.5e-18,1.49e-18,2910.0,3010.0,7770.0,13180.0,18810.0,32000.0,20600.0,24200.0,27900.0,36000.0,5500.0,4960.0,8540.0,12920.0,18140.0,163000000.0,244100000.0,593000000.0,957000000.0,1340000000.0,1150000000.0,417000000.0,499000000.0,591000000.0,825000000.0,1232000000.0,1254000000.0,2226000000.0,3440000000.0,4670000000.0,1910.0,3050.0,3720.0,3530.0,3390.0,41.9,85.0,352.0,620.0,730.0,1470.0,2550.0,5900.0,7000.0,6800.0,0.051622093,0.051879361,0.052155476,0.052176569,0.052197456,0.045510978,0.045850664,0.046375602,0.046576321,0.046653539,0.056998134,0.057368696,0.057924539,0.057878196,0.058279634,6.216555e-11,8.299177e-11,4.3073167e-11,2.5540313e-11,1.7378926e-11,1.9447814e-12,1.6596577e-12,1.1623233e-12,8.5107165e-13,7.552293e-13,3.560163e-11,3.171633e-11,2.6372703e-11,1.5474047e-11,1.08406955e-11,2.1605566e-13,2.1593846e-13,2.1610385e-13,2.1595587e-13,2.1626888e-13,287.72934,384.33066,199.31697,118.26635,80.35796,9.001298,7.68579,5.37854,3.9409516,3.492085,164.77989,146.87671,122.03717,71.65375,50.126007
20250922_Particle47,20T/5A 1000uM ZnCl2 SiNP,88.8,88.8,87.7,87.7,87.7,147.1,146.0,140.6,140.6,140.6,176.0,176.0,171.1,171.1,172.2,89297.0,88981.0,87837.0,87851.0,87974.0,147359.0,146040.0,140907.0,140931.0,141262.0,175645.0,175478.0,171376.0,171370.0,171699.0,3.31e-08,1.21e-07,7.05e-08,6.63e-08,6.51e-08,9.69e-09,6.22e-09,3.04e-08,3.97e-08,3.78e-08,3.8e-08,4.8e-08,8.16e-08,8.06e-08,7.58e-08,1800,1800,1800,1800,1800,2.7e-19,1.34e-17,2.64e-18,2.19e-18,2.08e-18,6.9e-21,1.82e-21,2.11e-19,4.73e-19,4.08e-19,4.1e-19,8.2e-19,4.1e-18,3.94e-18,3.29e-18,3650.0,1250.0,6430.0,11400.0,16240.0,12500.0,24300.0,14930.0,19000.0,28000.0,3180.0,3160.0,5550.0,9370.0,13950.0,551000000.0,518000000.0,1380000000.0,2297000000.0,3330000000.0,105000000.0,124000000.0,281000000.0,391000000.0,620000000.0,1490000000.0,1510000000.0,4810000000.0,8180000000.0,11990000000.0,2230.0,26000.0,8300.0,7300.0,7200.0,84.0,34.0,690.0,1080.0,1050.0,4800.0,6900.0,20700.0,20400.0,18500.0,0.074918635,0.074818954,0.073316485,0.073475882,0.073908553,0.063637227,0.067450851,0.066045821,0.066215664,0.066215664,0.080821633,0.081454664,0.079802603,0.079478383,0.08020404,1.0152001e-10,6.261365e-10,1.3673408e-10,8.375236e-11,3.5857716e-11,7.8954096e-13,4.3589316e-13,2.9424165e-12,1.5958707e-12,1.2467475e-12,7.810225e-11,7.380935e-11,1.2562244e-10,8.60448e-11,5.7528433e-11,1.9759032e-13,1.9781237e-13,1.9786343e-13,1.9766823e-13,1.9746067e-13,513.7904,3165.305,691.05286,423.70166,181.59422,3.9958484,2.2035687,14.870947,8.073481,6.313903,395.27365,373.12805,634.8947,435.2991,291.34122
20250922_Particle48,20T/5A 1000uM ZnCl2 SiNP,88.8,88.8,88.3,88.3,88.3,142.8,142.8,141.1,141.1,141.1,174.9,174.9,172.2,172.2,172.7,88512.0,88518.0,88195.0,88272.0,88421.0,142482.0,142403.0,141290.0,141140.0,141400.0,174282.0,174120.0,172236.0,172363.0,172485.0,6.8e-08,5.3e-08,6.47e-08,6.05e-08,6.18e-08,1.69e-08,2.42e-08,1.44e-08,2e-08,2.12e-08,4e-08,2.53e-08,8.14e-08,8.2e-08,8.23e-08,1800,1800,1800,1800,1800,2.3e-18,1.1e-18,2.04e-18,1.67e-18,1.78e-18,3.6e-20,1.07e-19,2.26e-20,6e-20,7.2e-20,5e-19,1.22e-19,4.07e-18,4.16e-18,4.2e-18,1790.0,2870.0,7010.0,12480.0,17120.0,7170.0,6250.0,31400.0,37800.0,49800.0,3000.0,6000.0,5560.0,9210.0,12850.0,171000000.0,241000000.0,2182000000.0,3870000000.0,5210000000.0,25700000.0,25300000.0,638000000.0,852000000.0,1350000000.0,1260000000.0,2370000000.0,5820000000.0,9390000000.0,13080000000.0,5200.0,3300.0,8800.0,7900.0,8100.0,125.0,230.0,235.0,400.0,490.0,5000.0,2400.0,22700.0,22600.0,22700.0,0.077009797,0.076552197,0.078358635,0.078641213,0.078858823,0.04773432,0.047209352,0.069782227,0.070152789,0.070507914,0.082952321,0.083415508,0.084496289,0.085036695,0.085407227,7.8154656e-11,5.3708073e-11,1.5273176e-10,1.5751433e-10,8.431536e-11,7.5605787e-13,7.9489925e-13,1.4742862e-12,1.2446703e-12,6.238499e-13,6.714009e-11,2.8291331e-11,1.1738438e-10,9.206517e-11,6.3933185e-11,1.977289e-13,1.9821838e-13,1.9793658e-13,1.9819671e-13,1.982407e-13,395.26166,270.95404,771.6196,794.73737,425.3181,3.8237095,4.0102196,7.4482756,6.2799745,3.1469314,339.55627,142.72809,593.04034,464.5141,322.5028
20250922_Particle49,20T/5A 1000uM ZnCl2 SiNP,89.9,89.9,87.2,87.2,87.2,138.4,138.4,134.0,134.0,134.0,171.1,171.6,165.1,165.1,165.1,89818.0,89899.0,87021.0,87010.0,86989.0,138429.0,138459.0,134113.0,134236.0,134158.0,170978.0,170996.0,165010.0,164909.0,164927.0,2.56e-07,1.64e-07,1.288e-07,1.149e-07,1.219e-07,1.86e-08,2.74e-08,7.28e-08,2.95e-08,3.44e-08,2.08e-07,1.89e-07,1.252e-07,1.177e-07,1.19e-07,1800,1800,1800,1800,1800,1.26e-16,3.3e-17,1.61e-17,1.14e-17,1.37e-17,4.8e-20,1.55e-19,2.9e-18,1.93e-19,3.06e-19,6.8e-17,5.1e-17,1.48e-17,1.23e-17,1.27e-17,473.0,920.0,3520.0,6570.0,8680.0,6500.0,5500.0,6230.0,25600.0,30800.0,580.0,800.0,3620.0,6420.0,8880.0,55800000.0,87100000.0,699000000.0,1264000000.0,1631000000.0,71200000.0,70600000.0,50800000.0,322000000.0,547000000.0,2270000000.0,2810000000.0,15100000000.0,26620000000.0,35700000000.0,42000.0,20000.0,19600.0,16300.0,17600.0,250.0,490.0,1690.0,540.0,810.0,180000.0,150000.0,86000.0,78000.0,79000.0,0.1837216764688491,0.1839314550161361,0.174031913,0.174901083,0.1756622791290283,0.1753127425909042,0.1765324920415878,0.1642887890338897,0.1653386801481247,0.1654776483774185,0.1916016638278961,0.191184789,0.1851632893085479,0.185904399,0.1868153363466262,6.5318295e-10,1.5875949e-10,2.2104715e-10,1.5965021e-10,7.287309e-11,2.2488626e-11,1.7595059e-11,2.699443e-12,1.0458223e-12,8.890718e-13,3.4652974e-09,2.8018574e-09,1.321847e-09,5.360403e-10,4.2607776e-10,2.1136738e-13,2.1224718e-13,1.9127892e-13,1.9197476e-13,1.9278359e-13,3090.2732,747.9934,1155.6273,831.62085,378.00464,106.39591,82.8989,14.112601,5.447707,4.611761,16394.664,13200.917,6910.573,2792.2437,2210.135
20250922_Particle5,20T/5A 1000uM ZnCl2 SiNP,89.9,89.9,85.5,86.1,85.5,136.8,136.8,130.2,130.2,130.2,168.9,168.9,159.1,158.6,159.1,89940.0,90140.0,85790.0,85682.0,85674.0,136595.0,136653.0,130287.0,130231.0,130386.0,168878.0,168964.0,158868.0,158787.0,158814.0,1.37e-08,9.1e-09,1.3e-07,1.017e-07,8.3e-08,1.97e-07,2.31e-07,9.01e-08,9.25e-08,6.22e-08,1.86e-07,2.74e-07,1.51e-07,1.474e-07,1.347e-07,1800,1800,1800,1800,1800,1.9e-20,5.7e-21,1.67e-17,7.9e-18,4.31e-18,5.8e-17,9.3e-17,5.5e-18,6e-18,1.82e-18,4.9e-17,1.56e-16,2.6e-17,2.41e-17,1.84e-17,8800.0,16600.0,3480.0,7420.0,12740.0,610.0,650.0,5030.0,8170.0,17000.0,650.0,550.0,3000.0,5130.0,7850.0,25500000.0,69000000.0,86900000.0,178700000.0,303000000.0,30800000.0,38600000.0,224000000.0,424000000.0,972000000.0,3500000000.0,4260000000.0,25060000000.0,43400000000.0,62100000000.0,82.0,53.0,7100.0,4800.0,3520.0,19000.0,26000.0,5400.0,6100.0,3540.0,180000.0,380000.0,162000.0,157000.0,133000.0,0.2797999083995819,0.2791460752487182,0.2918033599853515,0.2924429476261139,0.293883741,0.2713478207588196,0.2687076330184936,0.2799323201179504,0.2802720069885254,0.2815998196601867,0.2875595390796661,0.2877911329269409,0.3052997887134552,0.305948257,0.3074459135532379,1.7038357e-11,8.846074e-12,3.1135535e-11,1.6869405e-11,1.343376e-11,7.2596575e-11,8.071464e-11,1.4906108e-11,1.2291773e-11,9.159272e-12,3.1337344e-09,6.8446635e-09,2.993206e-09,1.0882121e-09,9.843077e-10,2.0780613e-13,2.0811955e-13,2.0864011e-13,2.0867242e-13,2.0940687e-13,81.9916,42.504772,149.23082,80.84157,64.151474,349.3476,387.82828,71.444115,58.904633,43.73912,15080.086,32888.133,14346.263,5214.93,4700.4556
20250922_Particle52,20T/5A 1000uM ZnCl2 SiNP,90.5,90.5,86.6,86.6,86.1,137.9,137.9,132.4,132.4,131.9,171.1,171.1,162.4,161.8,161.8,90187.0,90263.0,86363.0,86262.0,86148.0,137920.0,137970.0,132340.0,132320.0,132070.0,170724.0,170838.0,162079.0,161909.0,161669.0,2.76e-07,2.19e-07,1.43e-07,1.298e-07,1.278e-07,6.8e-09,9.6e-09,1.91e-08,2.97e-08,2.65e-08,1.95e-07,2.56e-07,1.41e-07,1.293e-07,1.304e-07,1800,1800,1800,1800,1800,1.58e-16,7.9e-17,2.2e-17,1.65e-17,1.57e-17,2.3e-21,6.6e-21,5.2e-20,2e-19,1.4e-19,5.6e-17,1.27e-16,2.1e-17,1.63e-17,1.67e-17,438.0,690.0,3170.0,5820.0,8280.0,17900.0,15800.0,23800.0,25500.0,40000.0,620.0,589.0,3220.0,5840.0,8110.0,46500000.0,55100000.0,563000000.0,964000000.0,1334000000.0,96000000.0,94000000.0,163000000.0,236000000.0,670000000.0,2517000000.0,3158000000.0,19650000000.0,33350000000.0,47300000000.0,45000.0,28000.0,21700.0,18200.0,17500.0,39.0,69.0,208.0,470.0,530.0,165000.0,290000.0,124000.0,106000.0,108000.0,0.2084275484085083,0.2086036503314972,0.2118476927280426,0.2128898054361343,0.2126017957925796,0.2000935077667236,0.2000317424535751,0.1962490081787109,0.1982098519802093,0.1987502425909042,0.2160273045301437,0.2158728986978531,0.2226046323776245,0.2237780392169952,0.2241177260875702,4.9833115e-10,3.0782407e-10,2.7796482e-10,1.2630334e-10,5.629394e-11,1.3030444e-11,1.060136e-11,6.454847e-13,7.4927754e-13,6.732414e-13,2.7781095e-09,6.72032e-09,1.5932917e-09,9.619707e-10,7.8141543e-10,2.1741413e-13,2.1740983e-13,2.142987e-13,2.1364604e-13,2.1368611e-13,2292.0828,1415.8701,1297.0906,591.18036,263.4422,59.93375,48.7621,3.0120795,3.5070977,3.150609,12777.962,30910.838,7434.9106,4502.6377,3656.8376
20250922_Particle54,20T/5A 1000uM ZnCl2 SiNP,88.3,88.8,88.3,88.3,87.7,139.5,139.5,139.5,139.5,138.9,171.6,171.6,171.1,171.1,170.6,88509.0,88572.0,88293.0,88150.0,88008.0,139590.0,139628.0,139298.0,139197.0,138911.0,171466.0,171465.0,171079.0,170874.0,170548.0,1.9e-07,1.83e-07,2.21e-07,1.87e-07,1.603e-07,1.01e-08,9.3e-08,1.51e-07,1.53e-07,7.71e-08,1.54e-07,1.75e-07,2.13e-07,1.93e-07,1.66e-07,1800,1800,1800,1800,1800,5.2e-17,4.6e-17,8.1e-17,4.9e-17,3.11e-17,7.7e-21,6e-18,2.62e-17,2.72e-17,3.46e-18,2.7e-17,4e-17,7.3e-17,5.4e-17,3.42e-17,634.0,830.0,2050.0,4050.0,6590.0,12000.0,1630.0,2990.0,4930.0,13710.0,790.0,860.0,2130.0,3910.0,6390.0,136400000.0,173600000.0,434000000.0,803000000.0,1284000000.0,51600000.0,12540000.0,24500000.0,43800000.0,163000000.0,1027000000.0,1220000000.0,3384000000.0,5880000000.0,9530000000.0,37000.0,34000.0,45000.0,34300.0,27000.0,63.0,2400.0,5100.0,5400.0,2230.0,66000.0,83000.0,118000.0,99000.0,78000.0,0.1016186848282814,0.1010855659842491,0.1009852886199951,0.1009258404374122,0.1003923341631889,0.095350415,0.094331399,0.093976289,0.093590289,0.093621165,0.1086748987436294,0.1072698831558227,0.1071309298276901,0.1068684458732605,0.1065133363008499,9.414912e-10,5.3411453e-10,3.972183e-10,2.0247486e-10,8.278157e-11,7.934902e-12,4.572626e-12,4.6524815e-12,2.6873534e-12,1.5939507e-12,1.1483411e-09,9.762979e-10,6.6399386e-10,2.7189215e-10,2.556199e-10,2.0268818e-13,2.0292875e-13,2.0322589e-13,2.0355477e-13,2.0347458e-13,4645.023,2632.0298,1954.5656,994.6947,406.83987,39.14832,22.533161,22.893154,13.202114,7.83366,5665.555,4811.038,3267.27,1335.7198,1256.2743
20250922_Particle55,20T/5A 1000uM ZnCl2 SiNP,89.4,89.4,88.3,88.3,88.3,141.1,141.1,139.5,139.5,139.5,173.3,173.3,170.6,170.6,170.6,89247.0,89247.0,88313.0,88352.0,88379.0,141200.0,141040.0,139392.0,139491.0,139630.0,173388.0,173259.0,170527.0,170543.0,170598.0,1.98e-07,1.89e-07,9.88e-08,9.05e-08,8.54e-08,9.4e-09,1.53e-08,5.04e-08,4.5e-08,3.12e-08,1.4e-07,1.72e-07,9.95e-08,9.34e-08,9.52e-08,1800,1800,1800,1800,1800,5.9e-17,5.1e-17,7.3e-18,5.59e-18,4.7e-18,6.2e-21,2.7e-20,9.7e-19,6.9e-19,2.28e-19,2.1e-17,3.8e-17,7.4e-18,6.2e-18,6.5e-18,610.0,800.0,4590.0,8340.0,12380.0,12900.0,9900.0,8980.0,16800.0,33900.0,860.0,880.0,4550.0,8080.0,11110.0,121600000.0,154600000.0,1349000000.0,2295000000.0,3430000000.0,52200000.0,46900000.0,84100000.0,180000000.0,528000000.0,852000000.0,972000000.0,8240000000.0,13970000000.0,19820000000.0,38000.0,34000.0,16100.0,13600.0,12500.0,55.0,125.0,1050.0,940.0,650.0,50000.0,72000.0,40300.0,35800.0,37400.0,0.092811018,0.092594534,0.097046435,0.097594291,0.097835876,0.08641082,0.085623384,0.089684039,0.090162665,0.090471476,0.099241227,0.098639086,0.1037341952323913,0.1043054610490799,0.1043672114610672,6.589867e-10,6.310605e-10,2.0783252e-10,1.02521255e-10,4.2841886e-11,5.3866148e-12,5.051091e-12,2.4039278e-12,1.1604446e-12,4.927215e-13,5.932659e-10,8.447349e-10,3.4474537e-10,1.8834713e-10,1.1515935e-10,2.0535209e-13,2.0524492e-13,2.0438093e-13,2.0445799e-13,2.0437123e-13,3209.0576,3074.6704,1016.888,501.42944,209.62778,26.231117,24.610065,11.761996,5.6757116,2.4109142,2889.0178,4115.7407,1686.7786,921.2021,563.4812
20250922_Particle56,20T/5A 1000uM ZnCl2 SiNP,89.4,89.9,89.9,89.4,88.3,134.0,134.0,134.6,134.0,133.5,166.7,166.7,166.7,167.3,166.7,89236.0,89503.0,89477.0,88913.0,88415.0,134090.0,134150.0,134210.0,133792.0,133148.0,166474.0,166711.0,166794.0,166619.0,166149.0,4.5e-08,3.29e-08,1.39e-07,1.3e-07,1.43e-07,9.6e-09,1.42e-08,2.06e-08,3.49e-08,4.2e-08,7.7e-08,1.05e-07,1.97e-07,1.49e-07,1.174e-07,1800,1800,1800,1800,1800,7e-19,2.7e-19,2.04e-17,1.64e-17,2.19e-17,6.6e-21,2.2e-20,6.6e-20,3.2e-19,5.6e-19,3.5e-18,8.8e-18,5.7e-17,2.51e-17,1.22e-17,2670.0,4580.0,3250.0,5830.0,7410.0,12600.0,10600.0,22000.0,21700.0,25200.0,1560.0,1440.0,2310.0,5060.0,9010.0,4190000000.0,2970000000.0,5530000000.0,40700000000.0,156400000000.0,311000000.0,332000000.0,555000000.0,1300000000.0,2440000000.0,27900000000.0,27900000000.0,60300000000.0,125500000000.0,224000000000.0,11500.0,4600.0,65000.0,118000.0,236000.0,141.0,280.0,450.0,1520.0,2560.0,87000.0,140000.0,430000.0,275000.0,191000.0,0.3719739913940429,0.3732249438762665,0.3765566349029541,0.3775690495967865,0.376523495,0.3449026644229889,0.351217508,0.3554480075836181,0.3228084444999695,0.2884859144687652,0.3893845081329345,0.3907741010189056,0.3900175392627716,0.3924724757671356,0.3933061957359314,1.144883e-09,2.8004363e-10,2.2246813e-09,2.005913e-09,1.2102279e-08,3.625826e-11,2.793489e-11,5.8397375e-12,5.399814e-12,5.5401144e-12,4.6364725e-09,5.0082263e-09,7.714376e-09,3.364467e-09,2.2285171e-09,2.259817e-13,2.2520623e-13,2.2333912e-13,2.2300091e-13,2.2320392e-13,5066.264,1243.4985,9961.002,8995.089,54220.73,160.44777,124.041374,26.147402,24.214314,24.820866,20517.027,22238.4,34541.086,15087.234,9984.221
20250922_Particle58,20T/5A 1000uM ZnCl2 SiNP,88.8,88.8,88.8,88.3,88.8,140.6,140.6,140.0,138.9,139.5,172.7,172.7,172.2,171.1,171.1,88806.0,88860.0,88608.0,88394.0,88462.0,140450.0,140480.0,140242.0,139192.0,139260.0,172478.0,172538.0,172184.0,170929.0,171023.0,2.02e-07,1.91e-07,2.07e-07,1.052e-07,1.004e-07,7.1e-09,1.24e-08,1.48e-07,4.23e-08,3.13e-08,1.33e-07,1.47e-07,1.96e-07,1.031e-07,1.008e-07,1800,1800,1800,1800,1800,6.2e-17,5.3e-17,6.7e-17,8.8e-18,7.6e-18,2.8e-21,1.45e-20,2.45e-17,5.7e-19,2.32e-19,1.8e-17,2.4e-17,5.6e-17,8.3e-18,7.7e-18,597.0,790.0,2190.0,7180.0,10540.0,16900.0,12100.0,3060.0,17900.0,33700.0,910.0,1030.0,2320.0,7320.0,10490.0,114100000.0,147300000.0,450000000.0,2122000000.0,3050000000.0,57800000.0,49400000.0,19900000.0,142000000.0,450000000.0,737000000.0,967000000.0,2797000000.0,13530000000.0,18840000000.0,38000.0,34000.0,41000.0,17700.0,16300.0,34.0,84.0,4400.0,740.0,610.0,42000.0,52000.0,91000.0,43000.0,40900.0,0.091004275,0.090827718,0.090589598,0.099645235,0.1003089845180511,0.084959477,0.084341884,0.083569914,0.09192279,0.092030883,0.097017914,0.097218618,0.09666279,0.1068530082702636,0.1070691645145416,9.958292e-10,4.9956517e-10,3.9652048e-10,1.7394189e-10,1.2787166e-10,7.960781e-12,5.38947e-12,3.781682e-12,7.355952e-13,9.038667e-13,4.253283e-10,6.182493e-10,3.72279e-10,1.7991103e-10,2.2679152e-10,2.0465536e-13,2.0455222e-13,2.046915e-13,2.0362108e-13,2.0348899e-13,4865.884,2442.2378,1937.1614,854.24304,628.39594,38.898476,26.347649,18.47503,3.6125689,4.441846,2078.266,3022.4521,1818.7322,883.558,1114.5149
20250922_Particle59,20T/5A 1000uM ZnCl2 SiNP,88.3,88.3,88.3,88.8,88.3,141.7,142.2,142.2,142.2,142.2,173.8,173.3,173.8,173.8,173.8,88234.0,88299.0,88535.0,88663.0,88686.0,141908.0,141974.0,142190.0,142407.0,142361.0,173498.0,173548.0,173565.0,173782.0,173810.0,1.34e-07,1.46e-07,8.43e-08,7.98e-08,7.38e-08,9.1e-08,9.8e-08,5.33e-08,5e-08,5.15e-08,1.15e-07,1.44e-07,8.08e-08,7.57e-08,7.46e-08,1800,1800,1800,1800,1800,1.83e-17,2.35e-17,4.52e-18,3.84e-18,3.03e-18,5.7e-18,7e-18,1.14e-18,9.4e-19,1.03e-18,1.15e-17,2.2e-17,3.98e-18,3.27e-18,3.14e-18,900.0,1030.0,5370.0,9460.0,14330.0,1320.0,1550.0,8500.0,15100.0,20500.0,1050.0,1050.0,5610.0,9970.0,14170.0,86200000.0,102500000.0,911000000.0,1502000000.0,2210000000.0,16100000.0,18000000.0,140200000.0,291000000.0,414000000.0,385000000.0,448000000.0,3400000000.0,6100000000.0,8430000000.0,14500.0,16800.0,9600.0,8600.0,7500.0,2900.0,3100.0,1510.0,1480.0,1580.0,23000.0,34000.0,17100.0,15500.0,15000.0,0.061726514,0.061833318,0.063981101,0.064288184,0.064470708,0.055515915,0.056040883,0.057631165,0.058187008,0.058418602,0.067574352,0.067327321,0.069566071,0.07066229,0.070477009,1.7964719e-10,2.1959232e-10,6.6034865e-11,5.6477302e-11,3.5965713e-11,9.388454e-12,6.7056317e-12,2.946613e-12,2.084657e-12,1.7999074e-12,2.0703982e-10,2.3769223e-10,4.7640735e-11,4.083495e-11,2.9114204e-11,2.1083065e-13,2.1048556e-13,2.0762893e-13,2.0725747e-13,2.0705409e-13,852.09235,1043.2655,318.0427,272.49826,173.70203,44.530785,31.857918,14.191727,10.058296,8.692934,982.01953,1129.2567,229.45134,197.02522,140.61159
