Particle ID,Particle Type,f1 Rough Peak Frequency (kHz)_0p8,f1 Rough Peak Frequency (kHz)_1p0,f1 Rough Peak Frequency (kHz)_3p0,f1 Rough Peak Frequency (kHz)_5p0,f1 Rough Peak Frequency (kHz)_7p0,f2 Rough Peak Frequency (kHz)_0p8,f2 Rough Peak Frequency (kHz)_1p0,f2 Rough Peak Frequency (kHz)_3p0,f2 Rough Peak Frequency (kHz)_5p0,f2 Rough Peak Frequency (kHz)_7p0,f3 Rough Peak Frequency (kHz)_0p8,f3 Rough Peak Frequency (kHz)_1p0,f3 Rough Peak Frequency (kHz)_3p0,f3 Rough Peak Frequency (kHz)_5p0,f3 Rough Peak Frequency (kHz)_7p0,f1 Peak Frequency (Hz)_0p8,f1 Peak Frequency (Hz)_1p0,f1 Peak Frequency (Hz)_3p0,f1 Peak Frequency (Hz)_5p0,f1 Peak Frequency (Hz)_7p0,f2 Peak Frequency (Hz)_0p8,f2 Peak Frequency (Hz)_1p0,f2 Peak Frequency (Hz)_3p0,f2 Peak Frequency (Hz)_5p0,f2 Peak Frequency (Hz)_7p0,f3 Peak Frequency (Hz)_0p8,f3 Peak Frequency (Hz)_1p0,f3 Peak Frequency (Hz)_3p0,f3 Peak Frequency (Hz)_5p0,f3 Peak Frequency (Hz)_7p0,f1 Radius (m)_0p8,f1 Radius (m)_1p0,f1 Radius (m)_3p0,f1 Radius (m)_5p0,f1 Radius (m)_7p0,f2 Radius (m)_0p8,f2 Radius (m)_1p0,f2 Radius (m)_3p0,f2 Radius (m)_5p0,f2 Radius (m)_7p0,f3 Radius (m)_0p8,f3 Radius (m)_1p0,f3 Radius (m)_3p0,f3 Radius (m)_5p0,f3 Radius (m)_7p0,Assumed Density (kg m^-3)_0p8,Assumed Density (kg m^-3)_1p0,Assumed Density (kg m^-3)_3p0,Assumed Density (kg m^-3)_5p0,Assumed Density (kg m^-3)_7p0,f1 Mass (kg)_0p8,f1 Mass (kg)_1p0,f1 Mass (kg)_3p0,f1 Mass (kg)_5p0,f1 Mass (kg)_7p0,f2 Mass (kg)_0p8,f2 Mass (kg)_1p0,f2 Mass (kg)_3p0,f2 Mass (kg)_5p0,f2 Mass (kg)_7p0,f3 Mass (kg)_0p8,f3 Mass (kg)_1p0,f3 Mass (kg)_3p0,f3 Mass (kg)_5p0,f3 Mass (kg)_7p0,f1 Damping (Hz)_0p8,f1 Damping (Hz)_1p0,f1 Damping (Hz)_3p0,f1 Damping (Hz)_5p0,f1 Damping (Hz)_7p0,f2 Damping (Hz)_0p8,f2 Damping (Hz)_1p0,f2 Damping (Hz)_3p0,f2 Damping (Hz)_5p0,f2 Damping (Hz)_7p0,f3 Damping (Hz)_0p8,f3 Damping (Hz)_1p0,f3 Damping (Hz)_3p0,f3 Damping (Hz)_5p0,f3 Damping (Hz)_7p0,f1 A Parameter (V^2 Hz^3)_0p8,f1 A Parameter (V^2 Hz^3)_1p0,f1 A Parameter (V^2 Hz^3)_3p0,f1 A Parameter (V^2 Hz^3)_5p0,f1 A Parameter (V^2 Hz^3)_7p0,f2 A Parameter (V^2 Hz^3)_0p8,f2 A Parameter (V^2 Hz^3)_1p0,f2 A Parameter (V^2 Hz^3)_3p0,f2 A Parameter (V^2 Hz^3)_5p0,f2 A Parameter (V^2 Hz^3)_7p0,f3 A Parameter (V^2 Hz^3)_0p8,f3 A Parameter (V^2 Hz^3)_1p0,f3 A Parameter (V^2 Hz^3)_3p0,f3 A Parameter (V^2 Hz^3)_5p0,f3 A Parameter (V^2 Hz^3)_7p0,f1 Conversion Factor (V m^-1)_0p8,f1 Conversion Factor (V m^-1)_1p0,f1 Conversion Factor (V m^-1)_3p0,f1 Conversion Factor (V m^-1)_5p0,f1 Conversion Factor (V m^-1)_7p0,f2 Conversion Factor (V m^-1)_0p8,f2 Conversion Factor (V m^-1)_1p0,f2 Conversion Factor (V m^-1)_3p0,f2 Conversion Factor (V m^-1)_5p0,f2 Conversion Factor (V m^-1)_7p0,f3 Conversion Factor (V m^-1)_0p8,f3 Conversion Factor (V m^-1)_1p0,f3 Conversion Factor (V m^-1)_3p0,f3 Conversion Factor (V m^-1)_5p0,f3 Conversion Factor (V m^-1)_7p0,Mean Voltage (V)_0p8,Mean Voltage (V)_1p0,Mean Voltage (V)_3p0,Mean Voltage (V)_5p0,Mean Voltage (V)_7p0,Minimum Voltage (V)_0p8,Minimum Voltage (V)_1p0,Minimum Voltage (V)_3p0,Minimum Voltage (V)_5p0,Minimum Voltage (V)_7p0,Maximum Voltage (V)_0p8,Maximum Voltage (V)_1p0,Maximum Voltage (V)_3p0,Maximum Voltage (V)_5p0,Maximum Voltage (V)_7p0,f1 Signal_0p8,f1 Signal_1p0,f1 Signal_3p0,f1 Signal_5p0,f1 Signal_7p0,f2 Signal_0p8,f2 Signal_1p0,f2 Signal_3p0,f2 Signal_5p0,f2 Signal_7p0,f3 Signal_0p8,f3 Signal_1p0,f3 Signal_3p0,f3 Signal_5p0,f3 Signal_7p0,Noise Floor_0p8,Noise Floor_1p0,Noise Floor_3p0,Noise Floor_5p0,Noise Floor_7p0,f1 Signal-to-noise Value_0p8,f1 Signal-to-noise Value_1p0,f1 Signal-to-noise Value_3p0,f1 Signal-to-noise Value_5p0,f1 Signal-to-noise Value_7p0,f2 Signal-to-noise Value_0p8,f2 Signal-to-noise Value_1p0,f2 Signal-to-noise Value_3p0,f2 Signal-to-noise Value_5p0,f2 Signal-to-noise Value_7p0,f3 Signal-to-noise Value_0p8,f3 Signal-to-noise Value_1p0,f3 Signal-to-noise Value_3p0,f3 Signal-to-noise Value_5p0,f3 Signal-to-noise Value_7p0
20250908_Particle34,Standard SiNP,93.7,93.7,93.2,91.5,91.5,142.2,142.2,142.2,140.0,140.0,176.5,177.1,177.1,172.2,172.2,93492.0,93587.0,93518.0,91595.0,91730.0,142132.0,142267.0,142418.0,140132.0,140277.0,176665.0,176749.0,176905.0,172480.0,172573.0,1.99e-07,1.62e-07,2.34e-07,1.234e-07,1.158e-07,1.91e-07,1.91e-07,2.25e-07,1.139e-07,1.112e-07,1.8e-07,1.8e-07,2.37e-07,1.193e-07,1.162e-07,1800,1800,1800,1800,1800,6e-17,3.2e-17,9.7e-17,1.42e-17,1.17e-17,5.2e-17,5.3e-17,8.6e-17,1.12e-17,1.04e-17,4.4e-17,4.4e-17,1.01e-16,1.28e-17,1.18e-17,607.0,930.0,1940.0,6120.0,9130.0,630.0,790.0,2010.0,6630.0,9510.0,670.0,840.0,1910.0,6330.0,9100.0,331600000.0,414000000.0,1145000000.0,5720000000.0,8200000000.0,307700000.0,387000000.0,1061000000.0,3540000000.0,5030000000.0,2700000000.0,3510000000.0,10330000000.0,33400000000.0,47600000000.0,63000.0,41000.0,83000.0,40000.0,35600.0,55000.0,56000.0,74000.0,26800.0,25700.0,146000.0,150000.0,256000.0,90000.0,86000.0,0.2167152762413025,0.2171507477760315,0.2176205217838287,0.1927110701799392,0.1929653435945511,0.2063157111406326,0.2060841172933578,0.2069796174764633,0.1817511171102523,0.182523102,0.2255536019802093,0.2264645546674728,0.2260631173849105,0.2011897265911102,0.2022396326065063,1.3538791e-09,6.203229e-10,4.351369e-10,4.3463394e-10,2.79343e-10,5.9042365e-10,4.7805776e-10,3.2884492e-10,1.2143188e-10,9.740527e-11,3.1413543e-09,2.2906688e-09,1.9865616e-09,6.554209e-10,4.287205e-10,2.138661e-13,2.1339335e-13,2.1295076e-13,2.2897103e-13,2.290509e-13,6330.499,2906.9458,2043.3685,1898.205,1219.5673,2760.7163,2240.2656,1544.2299,530.3373,425.25598,14688.416,10734.49,9328.736,2862.4622,1871.7258
20250908_Particle4,Standard SiNP,86.6,86.6,85.0,85.0,85.0,127.5,127.5,126.4,126.4,126.4,158.0,158.0,154.8,154.8,154.2,86904.0,86798.0,85037.0,84815.0,84795.0,127459.0,127492.0,126499.0,126324.0,126364.0,157959.0,157922.0,154520.0,154199.0,154196.0,2.11e-07,2.22e-07,1.51e-07,1.39e-07,1.248e-07,2.43e-07,2.32e-07,1.58e-07,1.57e-07,1.505e-07,1.84e-07,2.15e-07,1.7e-07,1.72e-07,1.69e-07,1800,1800,1800,1800,1800,7.1e-17,8.3e-17,2.61e-17,2.04e-17,1.46e-17,1.08e-16,9.4e-17,2.95e-17,2.92e-17,2.57e-17,4.7e-17,7.5e-17,3.73e-17,3.86e-17,3.66e-17,572.0,680.0,3000.0,5420.0,8470.0,498.0,650.0,2870.0,4810.0,7030.0,660.0,700.0,2660.0,4380.0,6250.0,194600000.0,258000000.0,216800000.0,385000000.0,571000000.0,520000000.0,794000000.0,3247000000.0,5910000000.0,8710000000.0,7250000000.0,8170000000.0,26330000000.0,43000000000.0,60700000000.0,54000.0,62000.0,15100.0,13200.0,10900.0,116000.0,117000.0,63000.0,66000.0,62000.0,250000.0,320000.0,211000.0,214000.0,207000.0,0.5167124271392822,0.5180472731590271,0.4116111397743225,0.4106980264186859,0.4107165038585663,0.5023261308670044,0.503638506,0.3966103196144104,0.3953596949577331,0.3964404761791229,0.5314763188362122,0.5313064455986023,0.4243709444999695,0.4231820702552795,0.4242474138736725,1.7416966e-09,2.5836677e-09,8.0141685e-11,9.0909454e-11,1.7087798e-11,2.216013e-09,2.395426e-09,5.961188e-10,4.796257e-10,3.9735912e-10,8.455709e-09,7.826408e-09,3.113585e-09,2.0797237e-09,1.867151e-09,2.385321e-13,2.3887958e-13,2.435095e-13,2.4441045e-13,2.4415843e-13,7301.7285,10815.774,329.1111,371.95404,69.98652,9290.209,10027.756,2448.031,1962.3779,1627.4642,35448.938,32762.984,12786.298,8509.145,7647.2935
20250908_Particle5,Standard SiNP,70.3,71.4,71.4,71.4,71.4,124.2,122.1,122.1,122.1,122.1,150.9,145.5,145.5,145.5,145.5,70169.0,70932.0,71393.0,71488.0,71541.0,124357.0,121925.0,122117.0,122044.0,122094.0,150668.0,145451.0,145375.0,145130.0,145108.0,4.6e-08,3.8e-08,1.06e-07,1.237e-07,1.332e-07,2.03e-07,2.02e-07,1.74e-07,1.63e-07,1.562e-07,2.08e-07,1.78e-07,1.64e-07,1.375e-07,1.482e-07,1800,1800,1800,1800,1800,7.5e-19,4.2e-19,9e-18,1.43e-17,1.78e-17,6.3e-17,6.2e-17,4e-17,3.26e-17,2.87e-17,6.8e-17,4.3e-17,3.34e-17,1.96e-17,2.46e-17,2610.0,4000.0,4270.0,6110.0,7940.0,600.0,750.0,2600.0,4640.0,6770.0,580.0,850.0,2760.0,5490.0,7130.0,17300000000.0,12600000000.0,20100000000.0,29800000000.0,37600000000.0,1374000000.0,949000000.0,3030000000.0,5240000000.0,7280000000.0,4120000000.0,2014000000.0,5510000000.0,11060000000.0,14000000000.0,24000.0,13000.0,72000.0,92000.0,101000.0,133000.0,97000.0,75000.0,67000.0,61000.0,240000.0,111000.0,90000.0,69000.0,76000.0,0.4574410617351532,0.302768737,0.2961852848529815,0.2931339144706726,0.2918607890605926,0.4324459135532379,0.2857222259044647,0.2804263830184936,0.277122289,0.2767517268657684,0.5089343190193176,0.328876257,0.3182382583618164,0.3180530071258545,0.3136835694313049,9.524028e-09,1.0085874e-09,2.687983e-09,2.7851892e-09,2.4939266e-09,4.0545833e-09,2.1379367e-09,7.854499e-10,3.8167933e-10,3.471702e-10,1.1314027e-08,1.9328499e-09,1.1814519e-09,4.996149e-10,2.8883784e-10,2.4249114e-13,2.1873188e-13,2.1433402e-13,2.1298387e-13,2.1197975e-13,39275.777,4611.0674,12541.094,13076.996,11764.929,16720.543,9774.234,3664.607,1792.0574,1637.7517,46657.484,8836.617,5512.1997,2345.7876,1362.5728
20250908_Particle6,Standard SiNP,88.8,88.8,85.5,85.5,85.5,130.8,130.2,128.1,128.1,128.1,162.4,162.4,156.4,156.4,156.4,88965.0,88796.0,85844.0,85712.0,85599.0,130603.0,130475.0,128278.0,128091.0,128007.0,162486.0,162318.0,156653.0,156362.0,156186.0,2.98e-07,1.39e-07,1.59e-07,1.528e-07,1.485e-07,2.2e-07,2.49e-07,1.65e-07,1.59e-07,1.467e-07,2.13e-07,1.73e-07,1.74e-07,1.63e-07,1.614e-07,1800,1800,1800,1800,1800,2e-16,2e-17,3.05e-17,2.69e-17,2.47e-17,8e-17,1.17e-16,3.41e-17,3.05e-17,2.38e-17,7.3e-17,3.9e-17,3.98e-17,3.26e-17,3.17e-17,406.0,1090.0,2840.0,4940.0,7120.0,549.0,610.0,2740.0,4740.0,7210.0,570.0,870.0,2600.0,4630.0,6550.0,195500000.0,319000000.0,490000000.0,817000000.0,1111000000.0,666000000.0,821000000.0,3052000000.0,5200000000.0,7810000000.0,6900000000.0,8400000000.0,23890000000.0,41000000000.0,58800000000.0,107000.0,27000.0,25200.0,23200.0,21600.0,109000.0,138000.0,68000.0,63000.0,56000.0,330000.0,210000.0,210000.0,187000.0,185000.0,0.5102915167808533,0.509558916,0.3721403777599334,0.3716546,0.3714440464973449,0.4953473508358001,0.495486319,0.3580110073089599,0.358520508,0.3584587574005127,0.5224595069885254,0.5222896337509155,0.3845673203468323,0.3854936957359314,0.3838262259960174,3.6303789e-09,3.428158e-10,1.9870496e-10,1.2125727e-10,8.778871e-11,2.1245719e-09,1.2414378e-09,4.4646215e-10,4.8119925e-10,1.7511921e-10,1.4874068e-08,8.224143e-09,1.883895e-09,2.032829e-09,1.3736298e-09,2.3423874e-13,2.3428042e-13,2.285425e-13,2.2825847e-13,2.28328e-13,15498.627,1463.2712,869.4442,531.2279,384.48508,9070.113,5298.94,1953.5192,2108.1333,766.9634,63499.61,35103.844,8243.084,8905.821,6016.0376
20250908_Particle7,Standard SiNP,87.2,87.2,74.7,74.7,74.7,127.5,127.5,125.9,125.9,125.9,156.9,156.9,155.3,154.8,155.3,86953.0,86891.0,74563.0,74730.0,74728.0,127472.0,126754.0,125458.0,125444.0,125351.0,157155.0,155620.0,155099.0,154959.0,154735.0,1.66e-07,1.04e-07,1.46e-07,1.289e-07,1.299e-07,2.38e-07,3.06e-08,1.69e-07,1.54e-07,1.406e-07,2.87e-07,1.49e-08,1.38e-07,1.199e-07,1.152e-07,1800,1800,1800,1800,1800,3.5e-17,8.4e-18,2.36e-17,1.61e-17,1.65e-17,1.02e-16,2.2e-19,3.7e-17,2.76e-17,2.1e-17,1.8e-16,2.5e-20,1.98e-17,1.3e-17,1.15e-17,730.0,1450.0,3100.0,5860.0,8140.0,507.0,4940.0,2680.0,4900.0,7520.0,421.0,10100.0,3290.0,6300.0,9180.0,416000000.0,666000000.0,36370000000.0,63600000000.0,88500000000.0,699000000.0,11500000000.0,5320000000.0,8700000000.0,12070000000.0,7540000000.0,1250000000000.0,6270000000.0,11070000000.0,15380000000.0,49000.0,22000.0,183000.0,145000.0,147000.0,130000.0,7800.0,94000.0,77000.0,64000.0,620000.0,19000.0,68000.0,53000.0,48300.0,0.5718439221382141,0.5710567235946655,0.2354172468185424,0.2339405566453933,0.2330730259418487,0.5435656309127808,0.4229041635990143,0.2170771956443786,0.2172779142856598,0.215239868,0.5979443192481995,0.6138163805007935,0.2621920704841614,0.2674106955528259,0.2594438195228576,1.521756e-09,6.4518485e-10,1.1794391e-08,7.997945e-09,7.832341e-09,2.328824e-09,2.2165932e-10,1.1337891e-09,4.0910017e-10,2.964639e-10,3.4239374e-08,9.790145e-09,6.3188216e-10,3.292905e-10,1.7545589e-10,2.6073074e-12,5.6431812e-12,2.2076767e-13,2.1966841e-13,2.1868221e-13,583.65045,114.32999,53424.45,36409.17,35816.086,893.1912,39.27914,5135.666,1862.3531,1355.6837,13132.082,1734.8627,2862.204,1499.0344,802.3327
20250908_Particle8,Standard SiNP,80.1,80.6,78.5,78.5,78.5,122.1,122.1,119.9,119.9,119.9,141.1,141.1,137.9,137.3,137.3,80360.0,80379.0,78566.0,78468.0,78347.0,122035.0,122013.0,120089.0,120096.0,120038.0,141348.0,141321.0,137780.0,137553.0,137262.0,2.32e-07,2.09e-07,2.02e-07,1.91e-07,1.95e-07,1.71e-07,1.74e-07,2.17e-07,2.01e-07,2.02e-07,2.01e-07,2.1e-07,2.11e-07,1.61e-07,1.7e-07,1800,1800,1800,1800,1800,9.4e-17,6.9e-17,6.2e-17,5.2e-17,5.6e-17,3.7e-17,4e-17,7.7e-17,6.1e-17,6.2e-17,6.1e-17,7e-17,7e-17,3.12e-17,3.71e-17,522.0,720.0,2250.0,3960.0,5420.0,710.0,870.0,2090.0,3750.0,5230.0,600.0,720.0,2150.0,4700.0,6210.0,88600000.0,103000000.0,723000000.0,1286000000.0,1678000000.0,1185000000.0,1426000000.0,4700000000.0,8160000000.0,11650000000.0,1040000000.0,1267000000.0,1214000000.0,1984000000.0,2115000000.0,44000.0,34000.0,49000.0,45200.0,45800.0,87000.0,89000.0,145000.0,127000.0,129000.0,113000.0,121000.0,69000.0,40000.0,39100.0,0.4386510550975799,0.4366705119609833,0.354375958,0.3470298051834106,0.3422612845897674,0.4275823831558227,0.4252201318740845,0.341830164,0.3347124457359314,0.3300496637821197,0.4565010070800781,0.4537681639194488,0.3712582886219024,0.3641868829727173,0.3565596640110016,1.035272e-09,6.557173e-10,5.599424e-10,4.1079926e-10,3.239046e-10,1.6936551e-09,2.2729323e-09,1.5418906e-09,1.2255438e-09,8.6531027e-10,2.0821151e-09,1.9503734e-09,2.6124972e-10,1.4234029e-10,9.494846e-11,2.284243e-13,2.2584739e-13,2.2676799e-13,2.276342e-13,2.2920047e-13,4532.2324,2903.3645,2469.2305,1804.6464,1413.1934,7414.5137,10064.019,6799.4194,5383.8296,3775.3423,9115.121,8635.803,1152.0574,625.30273,414.25943
20250908_Particle9,Standard SiNP,89.4,89.4,88.3,88.3,87.7,129.7,130.2,129.1,128.6,128.1,161.8,161.8,159.7,159.1,158.0,89522.0,89656.0,88420.0,87917.0,87618.0,129900.0,129978.0,129181.0,128539.0,128140.0,161684.0,161637.0,159576.0,158785.0,158260.0,1.46e-07,2.38e-07,2.13e-07,2.02e-07,1.94e-07,1.86e-07,2.05e-07,2.15e-07,1.94e-07,1.88e-07,1.35e-07,1.3e-07,2.09e-07,1.97e-07,2e-07,1800,1800,1800,1800,1800,2.3e-17,1.01e-16,7.3e-17,6.2e-17,5.5e-17,4.9e-17,6.5e-17,7.5e-17,5.5e-17,4.97e-17,1.8e-17,1.6e-17,6.9e-17,5.8e-17,6e-17,830.0,640.0,2130.0,3730.0,5440.0,650.0,740.0,2100.0,3880.0,5640.0,900.0,1170.0,2160.0,3830.0,5290.0,5470000000.0,4790000000.0,5370000000.0,8260000000.0,10600000000.0,3010000000.0,3210000000.0,9420000000.0,15660000000.0,20480000000.0,22100000000.0,25700000000.0,59700000000.0,100600000000.0,131700000000.0,140000.0,300000.0,149000.0,129000.0,114000.0,160000.0,185000.0,202000.0,164000.0,148000.0,230000.0,210000.0,480000.0,427000.0,425000.0,0.7713754773139954,0.7589586973190308,0.6562212109565735,0.6446921825408936,0.6372016072273254,0.736222506,0.7337366938591003,0.6321123838424683,0.6192820072174072,0.6167035698890686,0.8059791326522827,0.7902615070343018,0.6805931329727173,0.6671915054321289,0.6579121947288513,7.4219404e-09,2.883184e-08,4.2359325e-09,2.3796403e-09,7.3018375e-10,4.8969397e-09,6.0586225e-09,3.2944976e-09,1.2981655e-09,1.2111706e-09,1.675182e-08,1.2414561e-08,1.0300069e-08,4.8528874e-09,3.5042138e-09,2.569122e-13,2.565566e-13,2.548831e-13,2.5531026e-13,2.5801976e-13,28889.016,112380.03,16619.117,9320.582,2829.953,19060.752,23615.148,12925.523,5084.6587,4694.1,65204.453,48389.168,40410.953,19007.805,13581.184
20250909_Particle1,25A 1000uM ZnCl2 SiNP,89.9,89.9,89.9,88.3,88.3,139.5,139.5,140.0,137.3,137.3,172.7,172.7,173.3,169.5,169.5,90008.0,89981.0,90201.0,88523.0,88743.0,139638.0,139630.0,139956.0,137272.0,137516.0,172847.0,172762.0,173192.0,169365.0,169635.0,2.16e-07,1.75e-07,2.07e-07,9.52e-08,9.36e-08,1.56e-07,1.48e-07,1.69e-07,7.73e-08,6.87e-08,1.89e-07,1.45e-07,1.92e-07,9.4e-08,9.41e-08,1800,1800,1800,1800,1800,7.6e-17,4.1e-17,6.7e-17,6.5e-18,6.19e-18,2.8e-17,2.4e-17,3.6e-17,3.48e-18,2.44e-18,5.1e-17,2.3e-17,5.4e-17,6.3e-18,6.3e-18,559.0,860.0,2190.0,7930.0,11290.0,780.0,1020.0,2680.0,9780.0,15400.0,640.0,1040.0,2360.0,8040.0,11240.0,321400000.0,448000000.0,1435000000.0,7370000000.0,10210000000.0,28000000.0,37100000.0,100900000.0,767000000.0,1231000000.0,1338000000.0,1727000000.0,5670000000.0,23560000000.0,32500000000.0,73000.0,50000.0,73000.0,27000.0,26000.0,11100.0,10300.0,12900.0,5700.0,4850.0,113000.0,68000.0,125000.0,47000.0,46800.0,0.134168804,0.1339479386806488,0.1347361505031585,0.1332608014345169,0.134007528,0.1266621798276901,0.1260291486978531,0.1267239302396774,0.122122899,0.1209803521633148,0.1415151953697204,0.141129196,0.1422563046216964,0.1429665237665176,0.1441245079040527,3.0077931e-09,8.0379764e-10,9.66639e-10,4.7370713e-10,3.327304e-10,6.338213e-11,4.2696263e-11,2.3545986e-11,8.581615e-12,7.662641e-12,1.5427257e-09,5.488023e-10,4.0384326e-10,2.4497265e-10,2.7979677e-10,2.3329808e-13,2.3296184e-13,2.3214931e-13,2.3280295e-13,2.3263883e-13,12892.49,3450.3403,4163.8677,2034.7986,1430.2445,271.67877,183.27577,101.42604,36.862137,32.937927,6612.6807,2355.7605,1739.5841,1052.2747,1202.7087
20250909_Particle13,25A 1000uM ZnCl2 SiNP,90.5,89.4,89.9,89.9,89.9,143.3,142.8,142.8,143.3,143.3,176.5,176.0,174.9,175.5,176.0,89941.0,89827.0,89692.0,89920.0,89966.0,143090.0,143010.0,142705.0,142884.0,142919.0,176454.0,176266.0,175103.0,175354.0,175490.0,1.63e-07,1.66e-07,8.29e-08,8.3e-08,7.47e-08,9e-09,1.04e-08,3.71e-08,3.66e-08,3.24e-08,1.54e-07,1.52e-07,9.18e-08,8.71e-08,7.85e-08,1800,1800,1800,1800,1800,3.3e-17,3.4e-17,4.3e-18,4.31e-18,3.14e-18,5.5e-21,8.4e-21,3.85e-19,3.69e-19,2.57e-19,2.7e-17,2.7e-17,5.8e-18,4.99e-18,3.65e-18,740.0,910.0,5470.0,9100.0,14160.0,13400.0,14600.0,12220.0,20700.0,32600.0,790.0,990.0,4930.0,8670.0,13460.0,220200000.0,267400000.0,3020000000.0,4580000000.0,7030000000.0,49200000.0,52000000.0,161000000.0,345000000.0,681000000.0,474000000.0,547000000.0,4500000000.0,7700000000.0,11700000000.0,34000.0,35000.0,16900.0,16200.0,13700.0,50.0,60.0,780.0,860.0,800.0,45000.0,42000.0,25400.0,23100.0,19600.0,0.074224301,0.074229375,0.07775794,0.078094929,0.0783647,0.067836821,0.067497164,0.069874883,0.070708632,0.070708632,0.080188602,0.080003321,0.08500579,0.084697008,0.085499883,9.525022e-10,6.026438e-10,4.4087736e-10,1.7879451e-10,1.3328916e-10,4.570283e-12,2.140957e-12,1.8875693e-12,1.3884964e-12,9.590106e-13,4.0018322e-10,2.765769e-10,1.5856416e-10,8.065435e-11,5.5469896e-11,2.0044447e-13,1.9996494e-13,2.0074384e-13,2.0035952e-13,2.0083367e-13,4751.9507,3013.7476,2196.2188,892.3684,663.6793,22.800745,10.706661,9.402875,6.9300246,4.775149,1996.4792,1383.127,789.88306,402.54813,276.19818
20250909_Particle14,25A 1000uM ZnCl2 SiNP,90.5,90.5,89.9,90.5,85.5,131.9,133.0,133.0,131.9,127.5,165.1,165.1,164.6,164.6,156.9,90136.0,90334.0,90305.0,90251.0,85158.0,131827.0,132613.0,132403.0,132190.0,127420.0,164887.0,164961.0,164757.0,164708.0,156943.0,1.61e-07,1.75e-07,2.48e-07,2.06e-07,1.257e-07,3.3e-07,2.51e-07,2.57e-07,2.34e-07,1.316e-07,1.72e-07,1.64e-07,2.82e-07,2.5e-07,1.303e-07,1800,1800,1800,1800,1800,3.1e-17,4e-17,1.15e-16,6.6e-17,1.5e-17,2.6e-16,1.2e-16,1.28e-16,9.6e-17,1.72e-17,3.8e-17,3.3e-17,1.7e-16,1.18e-16,1.67e-17,750.0,860.0,1830.0,3670.0,8410.0,370.0,600.0,1760.0,3230.0,8030.0,700.0,920.0,1600.0,3020.0,8110.0,190000000.0,490000000.0,1116000000.0,2530000000.0,3900000000.0,519000000.0,827000000.0,2338000000.0,4310000000.0,7860000000.0,7510000000.0,8920000000.0,24540000000.0,46100000000.0,56500000000.0,31000.0,53000.0,92000.0,74000.0,28900.0,210000.0,141000.0,143000.0,125000.0,45100.0,220000.0,200000.0,560000.0,470000.0,119000.0,0.4830803871154785,0.5105838179588318,0.5076018571853638,0.5052369832992554,0.3107211887836456,0.4663669764995575,0.4913793206214905,0.4835513830184936,0.4800774455070495,0.2912341952323913,0.4956252574920654,0.5251151323318481,0.52122432,0.5190781950950623,0.3341103196144104,3.6736938e-10,9.1676994e-10,8.6066676e-10,4.2988813e-10,2.4556904e-10,2.2838502e-09,2.6540967e-09,1.0296017e-09,4.3546247e-10,1.2693514e-10,4.423474e-09,3.3358374e-09,9.182188e-09,3.3242622e-09,8.3742313e-10,3.319708e-13,2.352191e-13,2.3303717e-13,2.327373e-13,2.225161e-13,1106.6316,3897.515,3693.2595,1847.096,1103.6012,6879.672,11283.509,4418.187,1871.0471,570.45374,13324.889,14181.83,39402.25,14283.323,3763.4272
20250909_Particle15,25A 1000uM ZnCl2 SiNP,91.0,90.5,90.5,89.9,90.5,130.2,121.0,120.4,146.0,146.0,177.1,176.0,176.0,178.7,178.7,90834.0,90771.0,90693.0,90229.0,90288.0,129326.0,120001.0,119872.0,146600.0,146150.0,176395.0,175969.0,175872.0,178450.0,178930.0,1.23e-07,1.41e-07,1.341e-07,6.71e-08,5.96e-08,8.12e-09,1.02e-08,2.75e-08,1.88e-08,2.84e-08,8.1e-08,1.04e-07,1.36e-07,3.78e-08,6.46e-08,1800,1800,1800,1800,1800,1.41e-17,2.13e-17,1.82e-17,2.28e-18,1.6e-18,4.040000000000001e-21,8e-21,1.58e-19,5e-20,1.73e-19,4e-18,8.4e-18,1.88e-17,4.1e-19,2.03e-18,980.0,1070.0,3380.0,11250.0,17740.0,14900.0,14800.0,16500.0,40300.0,37200.0,1490.0,1460.0,3340.0,20000.0,16370.0,323000000.0,352900000.0,1123000000.0,3920000000.0,6300000000.0,168000000.0,497000000.0,537000000.0,1100000000.0,1220000000.0,733000000.0,828000000.0,2293000000.0,13600000000.0,9320000000.0,24000.0,29000.0,27000.0,9800.0,8300.0,74.0,180.0,790.0,400.0,830.0,15000.0,24000.0,39400.0,5800.0,11800.0,0.068782926,0.068902366,0.068585999,0.069353014,0.069542937,0.062448353,0.06252557,0.061830789,0.051547915,0.06150654,0.074861914,0.075047195,0.07501629,0.077857196,0.075942695,6.2514216e-10,8.127458e-10,3.6680975e-10,7.858423e-11,7.226045e-11,1.2451076e-12,2.4749653e-12,3.748186e-12,9.16827e-13,1.381292e-12,9.963824e-11,2.731541e-10,2.2801186e-10,2.4254357e-11,3.0899845e-11,2.0430173e-13,2.0419139e-13,2.0437047e-13,2.0341445e-13,2.032311e-13,3059.8965,3980.314,1794.8275,386.3257,355.558,6.094455,12.120811,18.340153,4.5071874,6.7966566,487.70142,1337.7357,1115.6791,119.23616,152.04291
